Keyword,Sheet,Period,Value,FileType,Row,Col,Value_Col
margin %,cost of revenue and gross -1,Q2 2021,77.9%,,13,0,9
gross margin,cost of revenue and gross -1,Q2 2021,77.3%,,13,0,3
gross margin,cost of revenue and gross -1,Q2 2021,77.9%,,13,0,9
deferred revenue,condensed consolidated bal,Q3 2021,1616.1,,27,0,3
deferred revenue,condensed consolidated bal,Q3 2021,1392.8,,27,0,9
deferred revenue,condensed consolidated bal,Q3 2021,1490.3,,29,0,3
deferred revenue,condensed consolidated bal,Q3 2021,1212.5,,29,0,9
deferred revenue,consolidated cash flows,Q3 2021,497.1,,25,0,3
deferred revenue,consolidated cash flows,Q3 2021,282.6,,25,0,9
subscription,notes to condensed consoli,Q3 2021,287.4,,7,0,3
subscription,notes to condensed consoli,Q3 2021,235.4,,7,0,9
subscription,notes to condensed consoli,Q3 2021,815.6,,7,0,15
subscription,notes to condensed consoli,Q3 2021,669.4,,7,0,21
support,notes to condensed consoli,Q3 2021,242.7,,8,0,3
support,notes to condensed consoli,Q3 2021,191.9,,8,0,9
support,notes to condensed consoli,Q3 2021,686.9,,8,0,15
support,notes to condensed consoli,Q3 2021,549,,8,0,21
service revenue,notes to condensed consoli,Q3 2021,530.1,,9,0,3
service revenue,notes to condensed consoli,Q3 2021,427.3,,9,0,9
service revenue,notes to condensed consoli,Q3 2021,1502.5,,9,0,15
service revenue,notes to condensed consoli,Q3 2021,1218.4,,9,0,21
service revenue,notes to condensed consoli-25,Q3 2021,4.1,,6,0,3
service revenue,notes to condensed consoli-25,Q3 2021,3.3,,6,0,9
service revenue,notes to condensed consoli-25,Q3 2021,11.4,,6,0,15
service revenue,notes to condensed consoli-25,Q3 2021,9.5,,6,0,21
deferred revenue,notes to condensed consoli-32,Q3 2021,3106.4,,7,0,3
deferred revenue,notes to condensed consoli-32,Q3 2021,2392,,7,0,9
billings,notes to condensed consoli-32,Q3 2021,1064.1,,8,0,3
billings,notes to condensed consoli-32,Q3 2021,749.8,,8,0,9
Billings,notes to condensed consoli-32,Q3 2021,1064.1,,8,0,3
Billings,notes to condensed consoli-32,Q3 2021,749.8,,8,0,9
deferred revenue,billings nongaap,Q3 2021,201,,8,0,3
deferred revenue,billings nongaap,Q3 2021,98.9,,8,0,9
deferred revenue,billings nongaap,Q3 2021,-4.1,,9,0,3
deferred revenue,billings nongaap,Q3 2021,-0.2,,9,0,9
billings,billings nongaap,Q3 2021,1064.1,,10,0,3
billings,billings nongaap,Q3 2021,749.8,,10,0,9
Billings,billings nongaap,Q3 2021,1064.1,,10,0,3
Billings,billings nongaap,Q3 2021,749.8,,10,0,9
total billings,billings nongaap,Q3 2021,1064.1,,10,0,3
total billings,billings nongaap,Q3 2021,749.8,,10,0,9
margin %,cost of revenue and gross,Q3 2021,75.6%,,13,0,3
margin %,cost of revenue and gross,Q3 2021,78.6%,,13,0,9
gross margin,cost of revenue and gross,Q3 2021,75.6%,,13,0,3
gross margin,cost of revenue and gross,Q3 2021,78.6%,,13,0,9
margin %,cost of revenue and gross -1,Q3 2021,76.7%,,13,0,3
margin %,cost of revenue and gross -1,Q3 2021,78.2%,,13,0,9
gross margin,cost of revenue and gross -1,Q3 2021,76.7%,,13,0,3
gross margin,cost of revenue and gross -1,Q3 2021,78.2%,,13,0,9
deferred revenue,key metrics,Q4 2020 (10K),2605.3,10K,8,0,3
deferred revenue,key metrics,Q4 2020 (10K),2109.1,10K,8,0,9
deferred revenue,key metrics,Q4 2020 (10K),1666.8,10K,8,0,15
billings,key metrics,Q4 2020 (10K),3090,10K,9,0,3
billings,key metrics,Q4 2020 (10K),2602.9,10K,9,0,9
billings,key metrics,Q4 2020 (10K),2153.3,10K,9,0,15
Billings,key metrics,Q4 2020 (10K),3090,10K,9,0,3
Billings,key metrics,Q4 2020 (10K),2602.9,10K,9,0,9
Billings,key metrics,Q4 2020 (10K),2153.3,10K,9,0,15
deferred revenue,billings nongaap,Q4 2020 (10K),496.2,10K,9,0,3
deferred revenue,billings nongaap,Q4 2020 (10K),442.3,10K,9,0,9
deferred revenue,billings nongaap,Q4 2020 (10K),347.1,10K,9,0,15
deferred revenue,billings nongaap,Q4 2020 (10K),4.1,10K,10,0,15
deferred revenue,billings nongaap,Q4 2020 (10K),-0.6000000000000001,10K,11,0,3
deferred revenue,billings nongaap,Q4 2020 (10K),-2.4,10K,11,0,9
deferred revenue,billings nongaap,Q4 2020 (10K),-2.5,10K,11,0,15
billings,billings nongaap,Q4 2020 (10K),3090,10K,12,0,3
billings,billings nongaap,Q4 2020 (10K),2602.9,10K,12,0,9
billings,billings nongaap,Q4 2020 (10K),2153.3,10K,12,0,15
Billings,billings nongaap,Q4 2020 (10K),3090,10K,12,0,3
Billings,billings nongaap,Q4 2020 (10K),2602.9,10K,12,0,9
Billings,billings nongaap,Q4 2020 (10K),2153.3,10K,12,0,15
total billings,billings nongaap,Q4 2020 (10K),3090,10K,12,0,3
total billings,billings nongaap,Q4 2020 (10K),2602.9,10K,12,0,9
total billings,billings nongaap,Q4 2020 (10K),2153.3,10K,12,0,15
margin %,results of operations-1,Q4 2020 (10K),78,10K,16,0,3
margin %,results of operations-1,Q4 2020 (10K),77,10K,16,0,9
margin %,results of operations-1,Q4 2020 (10K),75,10K,16,0,15
gross margin,results of operations-1,Q4 2020 (10K),78,10K,16,0,3
gross margin,results of operations-1,Q4 2020 (10K),77,10K,16,0,9
gross margin,results of operations-1,Q4 2020 (10K),75,10K,16,0,15
margin %,results of operations-1,Q4 2020 (10K),20,10K,23,0,3
margin %,results of operations-1,Q4 2020 (10K),16,10K,23,0,9
margin %,results of operations-1,Q4 2020 (10K),13,10K,23,0,15
operating margin,results of operations-1,Q4 2020 (10K),20,10K,23,0,3
operating margin,results of operations-1,Q4 2020 (10K),16,10K,23,0,9
operating margin,results of operations-1,Q4 2020 (10K),13,10K,23,0,15
margin %,cost of revenue and gross,Q4 2020 (10K),78.0%,10K,14,0,3
margin %,cost of revenue and gross,Q4 2020 (10K),76.6%,10K,14,0,9
gross margin,cost of revenue and gross,Q4 2020 (10K),78.0%,10K,14,0,3
gross margin,cost of revenue and gross,Q4 2020 (10K),76.6%,10K,14,0,9
service revenue,unaudited quarterly result-2,Q4 2020 (10K),3.4,10K,6,0,3
service revenue,unaudited quarterly result-2,Q4 2020 (10K),3.3,10K,6,0,9
service revenue,unaudited quarterly result-2,Q4 2020 (10K),3.2,10K,6,0,15
service revenue,unaudited quarterly result-2,Q4 2020 (10K),3,10K,6,0,21
service revenue,unaudited quarterly result-2,Q4 2020 (10K),2.9,10K,6,0,27
service revenue,unaudited quarterly result-2,Q4 2020 (10K),2.7,10K,6,0,33
service revenue,unaudited quarterly result-2,Q4 2020 (10K),2.9,10K,6,0,39
service revenue,unaudited quarterly result-2,Q4 2020 (10K),2.8,10K,6,0,45
deferred revenue,consolidated balance sheets,Q4 2020 (10K),1392.8,10K,26,0,3
deferred revenue,consolidated balance sheets,Q4 2020 (10K),1155.8,10K,26,0,9
deferred revenue,consolidated balance sheets,Q4 2020 (10K),1212.5,10K,28,0,3
deferred revenue,consolidated balance sheets,Q4 2020 (10K),953.3,10K,28,0,9
deferred revenue,cash flows,Q4 2020 (10K),495.6,10K,24,0,3
deferred revenue,cash flows,Q4 2020 (10K),439.9,10K,24,0,9
deferred revenue,cash flows,Q4 2020 (10K),348.7,10K,24,0,15
deferred revenue,notes to consolidated fina,Q4 2019 (10K),1173.6,10K,10,0,3
deferred revenue,notes to consolidated fina,Q4 2019 (10K),-17.8,10K,10,0,9
deferred revenue,notes to consolidated fina,Q4 2019 (10K),1155.8,10K,10,0,15
deferred revenue,notes to consolidated fina,Q4 2019 (10K),962.3,10K,12,0,3
deferred revenue,notes to consolidated fina,Q4 2019 (10K),-9,10K,12,0,9
deferred revenue,notes to consolidated fina,Q4 2019 (10K),953.3,10K,12,0,15
deferred revenue,notes to consolidated fina-2,Q4 2019 (10K),446.7,10K,10,0,3
deferred revenue,notes to consolidated fina-2,Q4 2019 (10K),-6.8,10K,10,0,9
deferred revenue,notes to consolidated fina-2,Q4 2019 (10K),439.9,10K,10,0,15
deferred revenue,notes to consolidated fina-2,Q4 2019 (10K),352.1,10K,10,0,21
deferred revenue,notes to consolidated fina-2,Q4 2019 (10K),-3.4,10K,10,0,27
deferred revenue,notes to consolidated fina-2,Q4 2019 (10K),348.7,10K,10,0,33
subscription,3 revenue recognition,Q4 2020 (10K),918.7,10K,7,0,3
subscription,3 revenue recognition,Q4 2020 (10K),750.8,10K,7,0,9
subscription,3 revenue recognition,Q4 2020 (10K),606.1,10K,7,0,15
support,3 revenue recognition,Q4 2020 (10K),759.3,10K,8,0,3
support,3 revenue recognition,Q4 2020 (10K),623.7,10K,8,0,9
support,3 revenue recognition,Q4 2020 (10K),524.1,10K,8,0,15
service revenue,3 revenue recognition,Q4 2020 (10K),1678,10K,9,0,3
service revenue,3 revenue recognition,Q4 2020 (10K),1374.5,10K,9,0,9
service revenue,3 revenue recognition,Q4 2020 (10K),1130.2,10K,9,0,15
service revenue,stockbased compensation ex,Q4 2020 (10K),12.9,10K,6,0,3
service revenue,stockbased compensation ex,Q4 2020 (10K),11.3,10K,6,0,9
service revenue,stockbased compensation ex,Q4 2020 (10K),10.8,10K,6,0,15
ARR,notes to consolidated fina-11,Q4 2020 (10K),48.9,10K,5,0,3
ARR,notes to consolidated fina-11,Q4 2020 (10K),73.2,10K,5,0,9
arr,notes to consolidated fina-11,Q4 2020 (10K),48.9,10K,5,0,3
arr,notes to consolidated fina-11,Q4 2020 (10K),73.2,10K,5,0,9
deferred revenue,notes to consolidated fina-11,Q4 2020 (10K),216.4,10K,6,0,3
deferred revenue,notes to consolidated fina-11,Q4 2020 (10K),145.7,10K,6,0,9
ARR,notes to consolidated fina-11,Q4 2020 (10K),23.4,10K,8,0,3
ARR,notes to consolidated fina-11,Q4 2020 (10K),57.9,10K,8,0,9
arr,notes to consolidated fina-11,Q4 2020 (10K),23.4,10K,8,0,3
arr,notes to consolidated fina-11,Q4 2020 (10K),57.9,10K,8,0,9
deferred revenue,condensed consolidated bal,Q1 2020,1230.2,,26,0,1
deferred revenue,condensed consolidated bal,Q1 2020,1173.6,,26,0,5
deferred revenue,condensed consolidated bal,Q1 2020,996.6,,28,0,1
deferred revenue,condensed consolidated bal,Q1 2020,962.3,,28,0,5
deferred revenue,condensed consolidated sta-3,Col 1,90.9,,25,0,1
deferred revenue,condensed consolidated sta-3,Col 5,79,,25,0,5
subscription,notes to condensed consoli,Col 1,211.4,,8,0,1
subscription,notes to condensed consoli,Col 5,169.6,,8,0,5
support,notes to condensed consoli,Col 1,173.2,,9,0,1
support,notes to condensed consoli,Col 5,140.3,,9,0,5
service revenue,notes to condensed consoli,Col 1,384.6,,10,0,1
service revenue,notes to condensed consoli,Col 5,309.9,,10,0,5
service revenue,stockbased compensation ex,Col 1,3,,7,0,1
service revenue,stockbased compensation ex,Col 5,2.8,,7,0,5
deferred revenue,key metrics,Col 1,2226.8,,8,0,1
deferred revenue,key metrics,Col 5,1765.8,,8,0,5
billings,key metrics,Col 1,667.8,,9,0,1
billings,key metrics,Col 5,551.6,,9,0,5
Billings,key metrics,Col 1,667.8,,9,0,1
Billings,key metrics,Col 5,551.6,,9,0,5
deferred revenue,billings nongaap,Col 1,90.9,,9,0,1
deferred revenue,billings nongaap,Col 5,79,,9,0,5
billings,billings nongaap,Col 1,667.8,,10,0,1
billings,billings nongaap,Col 5,551.6,,10,0,5
Billings,billings nongaap,Col 1,667.8,,10,0,1
Billings,billings nongaap,Col 5,551.6,,10,0,5
total billings,billings nongaap,Col 1,667.8,,10,0,1
total billings,billings nongaap,Col 5,551.6,,10,0,5
margin %,cost of revenue and gross,Col 1,77.7%,,14,0,1
margin %,cost of revenue and gross,Col 5,76.1%,,14,0,5
gross margin,cost of revenue and gross,Col 1,77.7%,,14,0,1
gross margin,cost of revenue and gross,Col 5,76.1%,,14,0,5
deferred revenue,condensed consolidated bal,Q2 2020,1275.8,,25,0,3
deferred revenue,condensed consolidated bal,Q2 2020,1173.6,,25,0,9
deferred revenue,condensed consolidated bal,Q2 2020,1047,,27,0,3
deferred revenue,condensed consolidated bal,Q2 2020,962.3,,27,0,9
deferred revenue,condensed consolidated sta-4,Q2 2020,186.9,,24,0,3
deferred revenue,condensed consolidated sta-4,Q2 2020,179.7,,24,0,9
subscription,notes to condensed consoli,Q2 2020,222.6,,7,0,3
subscription,notes to condensed consoli,Q2 2020,183.1,,7,0,9
subscription,notes to condensed consoli,Q2 2020,434,,7,0,15
subscription,notes to condensed consoli,Q2 2020,352.7,,7,0,21
support,notes to condensed consoli,Q2 2020,181,,8,0,3
support,notes to condensed consoli,Q2 2020,148.7,,8,0,9
support,notes to condensed consoli,Q2 2020,354.2,,8,0,15
support,notes to condensed consoli,Q2 2020,289,,8,0,21
service revenue,notes to condensed consoli,Q2 2020,403.6,,9,0,3
service revenue,notes to condensed consoli,Q2 2020,331.8,,9,0,9
service revenue,notes to condensed consoli,Q2 2020,788.2,,9,0,15
service revenue,notes to condensed consoli,Q2 2020,641.7,,9,0,21
service revenue,stockbased compensation ex,Q2 2020,3.2,,6,0,3
service revenue,stockbased compensation ex,Q2 2020,2.9,,6,0,9
service revenue,stockbased compensation ex,Q2 2020,6.2,,6,0,15
service revenue,stockbased compensation ex,Q2 2020,5.7,,6,0,21
deferred revenue,notes to condensed consoli-26,Q2 2020,2322.8,,7,0,3
deferred revenue,notes to condensed consoli-26,Q2 2020,1866.5,,7,0,9
billings,notes to condensed consoli-26,Q2 2020,711.5,,8,0,3
billings,notes to condensed consoli-26,Q2 2020,622.4,,8,0,9
Billings,notes to condensed consoli-26,Q2 2020,711.5,,8,0,3
Billings,notes to condensed consoli-26,Q2 2020,622.4,,8,0,9
deferred revenue,billings nongaap,Q2 2020,96,,8,0,3
deferred revenue,billings nongaap,Q2 2020,100.7,,8,0,9
billings,billings nongaap,Q2 2020,711.5,,10,0,3
billings,billings nongaap,Q2 2020,622.4,,10,0,9
Billings,billings nongaap,Q2 2020,711.5,,10,0,3
Billings,billings nongaap,Q2 2020,622.4,,10,0,9
total billings,billings nongaap,Q2 2020,711.5,,10,0,3
total billings,billings nongaap,Q2 2020,622.4,,10,0,9
margin %,cost of revenue and gross,Q2 2020,78.1%,,13,0,3
margin %,cost of revenue and gross,Q2 2020,75.4%,,13,0,9
gross margin,cost of revenue and gross,Q2 2020,78.1%,,13,0,3
gross margin,cost of revenue and gross,Q2 2020,75.4%,,13,0,9
margin %,cost of revenue and gross -1,Q2 2020,77.9%,,13,0,3
margin %,cost of revenue and gross -1,Q2 2020,75.7%,,13,0,9
gross margin,cost of revenue and gross -1,Q2 2020,77.9%,,13,0,3
gross margin,cost of revenue and gross -1,Q2 2020,75.7%,,13,0,9
deferred revenue,fortinet inc,Q3 2020,1300,,25,0,3
deferred revenue,fortinet inc,Q3 2020,1155.8,,25,0,9
deferred revenue,fortinet inc,Q3 2020,1092,,27,0,3
deferred revenue,fortinet inc,Q3 2020,953.3,,27,0,9
deferred revenue,fortinet inc-5,Q3 2020,282.6,,22,0,3
deferred revenue,fortinet inc-5,Q3 2020,255.7,,22,0,9
deferred revenue,income taxes,Q4 2019,1173.6,,10,0,3
deferred revenue,income taxes,Q4 2019,-17.8,,10,0,9
deferred revenue,income taxes,Q4 2019,1155.8,,10,0,15
deferred revenue,income taxes,Q4 2019,962.3,,12,0,3
deferred revenue,income taxes,Q4 2019,-9,,12,0,9
deferred revenue,income taxes,Q4 2019,953.3,,12,0,15
deferred revenue,income taxes-3,Q3 2019,258.8,,7,0,3
deferred revenue,income taxes-3,Q3 2019,-3.1,,7,0,9
deferred revenue,income taxes-3,Q3 2019,255.7,,7,0,15
subscription,disaggregation of revenue,Q3 2020,235.4,,7,0,3
subscription,disaggregation of revenue,Q3 2020,192.8,,7,0,9
subscription,disaggregation of revenue,Q3 2020,669.4,,7,0,15
subscription,disaggregation of revenue,Q3 2020,545.5,,7,0,21
support,disaggregation of revenue,Q3 2020,191.9,,8,0,3
support,disaggregation of revenue,Q3 2020,158.2,,8,0,9
support,disaggregation of revenue,Q3 2020,549,,8,0,15
support,disaggregation of revenue,Q3 2020,449.7,,8,0,21
service revenue,disaggregation of revenue,Q3 2020,427.3,,9,0,3
service revenue,disaggregation of revenue,Q3 2020,351,,9,0,9
service revenue,disaggregation of revenue,Q3 2020,1218.4,,9,0,15
service revenue,disaggregation of revenue,Q3 2020,995.2,,9,0,21
service revenue,other intangible assetsnet-14,Q3 2020,3.3,,4,0,3
service revenue,other intangible assetsnet-14,Q3 2020,2.7,,4,0,9
service revenue,other intangible assetsnet-14,Q3 2020,9.5,,4,0,15
service revenue,other intangible assetsnet-14,Q3 2020,8.4,,4,0,21
deferred revenue,key metrics,Q3 2020,2392,,7,0,3
deferred revenue,key metrics,Q3 2020,1922.5,,7,0,9
billings,key metrics,Q3 2020,749.8,,8,0,3
billings,key metrics,Q3 2020,626.6,,8,0,9
Billings,key metrics,Q3 2020,749.8,,8,0,3
Billings,key metrics,Q3 2020,626.6,,8,0,9
deferred revenue,billings nongaap,Q3 2020,98.9,,8,0,3
deferred revenue,billings nongaap,Q3 2020,78.5,,8,0,9
deferred revenue,billings nongaap,Q3 2020,-0.2,,10,0,3
billings,billings nongaap,Q3 2020,749.8,,11,0,3
billings,billings nongaap,Q3 2020,626.6,,11,0,9
Billings,billings nongaap,Q3 2020,749.8,,11,0,3
Billings,billings nongaap,Q3 2020,626.6,,11,0,9
total billings,billings nongaap,Q3 2020,749.8,,11,0,3
total billings,billings nongaap,Q3 2020,626.6,,11,0,9
margin %,cost of revenue and gross,Q3 2020,78.6%,,13,0,3
margin %,cost of revenue and gross,Q3 2020,77.4%,,13,0,9
gross margin,cost of revenue and gross,Q3 2020,78.6%,,13,0,3
gross margin,cost of revenue and gross,Q3 2020,77.4%,,13,0,9
margin %,cost of revenue and gross -1,Q3 2020,78.2%,,13,0,3
margin %,cost of revenue and gross -1,Q3 2020,76.3%,,13,0,9
gross margin,cost of revenue and gross -1,Q3 2020,78.2%,,13,0,3
gross margin,cost of revenue and gross -1,Q3 2020,76.3%,,13,0,9
deferred revenue,consolidated balance sheets,Q4 2017,793.8,,10,0,3
deferred revenue,consolidated balance sheets,Q4 2017,-9.1,,10,0,9
deferred revenue,consolidated balance sheets,Q4 2017,784.7,,10,0,15
deferred revenue,consolidated balance sheets,Q4 2017,542.5,,12,0,3
deferred revenue,consolidated balance sheets,Q4 2017,-7.5,,12,0,9
deferred revenue,consolidated balance sheets,Q4 2017,535,,12,0,15
deferred revenue,consolidated balance sheets-1,Q4 2018,965.9,,8,0,3
deferred revenue,consolidated balance sheets-1,Q4 2018,-11,,8,0,9
deferred revenue,consolidated balance sheets-1,Q4 2018,954.9,,8,0,15
deferred revenue,consolidated balance sheets-1,Q4 2018,720.9,,10,0,3
deferred revenue,consolidated balance sheets-1,Q4 2018,-9,,10,0,9
deferred revenue,consolidated balance sheets-1,Q4 2018,711.9,,10,0,15
deferred revenue,consolidated balance sheets-2,Q1 2020,1230.2,,8,0,3
deferred revenue,consolidated balance sheets-2,Q1 2020,-18.6,,8,0,9
deferred revenue,consolidated balance sheets-2,Q1 2020,1211.6,,8,0,15
deferred revenue,consolidated balance sheets-2,Q1 2020,996.6,,10,0,3
deferred revenue,consolidated balance sheets-2,Q1 2020,-9,,10,0,9
deferred revenue,consolidated balance sheets-2,Q1 2020,987.6,,10,0,15
deferred revenue,consolidated balance sheets-3,Q2 2020,1275.8,,8,0,3
deferred revenue,consolidated balance sheets-3,Q2 2020,-20.7,,8,0,9
deferred revenue,consolidated balance sheets-3,Q2 2020,1255.1,,8,0,15
deferred revenue,consolidated balance sheets-3,Q2 2020,1047,,10,0,3
deferred revenue,consolidated balance sheets-3,Q2 2020,-9,,10,0,9
deferred revenue,consolidated balance sheets-3,Q2 2020,1038,,10,0,15
deferred revenue,cash flows,Q4 2017,300.8,,9,0,3
deferred revenue,cash flows,Q4 2017,-2.8,,9,0,9
deferred revenue,cash flows,Q4 2017,298,,9,0,15
deferred revenue,cash flows-1,Q4 2018,352.1,,7,0,3
deferred revenue,cash flows-1,Q4 2018,-3.4,,7,0,9
deferred revenue,cash flows-1,Q4 2018,348.7,,7,0,15
deferred revenue,cash flows-2,Q4 2019,446.7,,7,0,3
deferred revenue,cash flows-2,Q4 2019,-6.8,,7,0,9
deferred revenue,cash flows-2,Q4 2019,439.9,,7,0,15
deferred revenue,cash flows-3,Q1 2020,90.9,,7,0,3
deferred revenue,cash flows-3,Q1 2020,-0.8,,7,0,9
deferred revenue,cash flows-3,Q1 2020,90.1,,7,0,15
deferred revenue,cash flows-4,Q2 2020,186.9,,7,0,3
deferred revenue,cash flows-4,Q2 2020,-2.9,,7,0,9
deferred revenue,cash flows-4,Q2 2020,184,,7,0,15
deferred revenue,key metrics,Col 1,2135.9,10K,8,0,1
deferred revenue,key metrics,Col 5,1686.8,10K,8,0,5
deferred revenue,key metrics,Col 9,1336.3,10K,8,0,9
billings,key metrics,Col 1,2602.9,10K,9,0,1
billings,key metrics,Col 5,2153.3,10K,9,0,5
billings,key metrics,Col 9,1795.9,10K,9,0,9
Billings,key metrics,Col 1,2602.9,10K,9,0,1
Billings,key metrics,Col 5,2153.3,10K,9,0,5
Billings,key metrics,Col 9,1795.9,10K,9,0,9
deferred revenue,billings nongaap,Col 1,449.1,10K,9,0,1
deferred revenue,billings nongaap,Col 5,350.5,10K,9,0,5
deferred revenue,billings nongaap,Col 9,301,10K,9,0,9
deferred revenue,billings nongaap,Col 5,4.1,10K,10,0,5
deferred revenue,billings nongaap,Col 1,-2.4,10K,11,0,1
deferred revenue,billings nongaap,Col 5,-2.5,10K,11,0,5
billings,billings nongaap,Col 1,2602.9,10K,12,0,1
billings,billings nongaap,Col 5,2153.3,10K,12,0,5
billings,billings nongaap,Col 9,1795.9,10K,12,0,9
Billings,billings nongaap,Col 1,2602.9,10K,12,0,1
Billings,billings nongaap,Col 5,2153.3,10K,12,0,5
Billings,billings nongaap,Col 9,1795.9,10K,12,0,9
total billings,billings nongaap,Col 1,2602.9,10K,12,0,1
total billings,billings nongaap,Col 5,2153.3,10K,12,0,5
total billings,billings nongaap,Col 9,1795.9,10K,12,0,9
margin %,results of operations-1,Q4 2019 (10K),77,10K,16,0,1
margin %,results of operations-1,Q4 2019 (10K),75,10K,16,0,4
margin %,results of operations-1,Q4 2019 (10K),74,10K,16,0,7
gross margin,results of operations-1,Q4 2019 (10K),77,10K,16,0,1
gross margin,results of operations-1,Q4 2019 (10K),75,10K,16,0,4
gross margin,results of operations-1,Q4 2019 (10K),74,10K,16,0,7
margin %,results of operations-1,Q4 2019 (10K),16,10K,23,0,1
margin %,results of operations-1,Q4 2019 (10K),13,10K,23,0,4
margin %,results of operations-1,Q4 2019 (10K),7,10K,23,0,7
operating margin,results of operations-1,Q4 2019 (10K),16,10K,23,0,1
operating margin,results of operations-1,Q4 2019 (10K),13,10K,23,0,4
operating margin,results of operations-1,Q4 2019 (10K),7,10K,23,0,7
margin %,cost of revenue and gross,Col 1,76.5%,10K,14,0,1
margin %,cost of revenue and gross,Col 5,75.0%,10K,14,0,5
gross margin,cost of revenue and gross,Col 1,76.5%,10K,14,0,1
gross margin,cost of revenue and gross,Col 5,75.0%,10K,14,0,5
service revenue,quarterly results of opera-1,Q4 2019 (10K),2.9,10K,6,0,1
service revenue,quarterly results of opera-1,Q4 2019 (10K),2.7,10K,6,0,5
service revenue,quarterly results of opera-1,Q4 2019 (10K),2.9,10K,6,0,9
service revenue,quarterly results of opera-1,Q4 2019 (10K),2.8,10K,6,0,13
service revenue,quarterly results of opera-1,Q4 2019 (10K),2.8,10K,6,0,17
service revenue,quarterly results of opera-1,Q4 2019 (10K),2.8,10K,6,0,21
service revenue,quarterly results of opera-1,Q4 2019 (10K),2.7,10K,6,0,25
service revenue,quarterly results of opera-1,Q4 2019 (10K),2.5,10K,6,0,29
deferred revenue,consolidated balance sheets,Q4 2019 (10K),1173.6,10K,28,0,1
deferred revenue,consolidated balance sheets,Q4 2019 (10K),965.9,10K,28,0,5
deferred revenue,consolidated balance sheets,Q4 2019 (10K),962.3,10K,30,0,1
deferred revenue,consolidated balance sheets,Q4 2019 (10K),720.9,10K,30,0,5
deferred revenue,cash flows,Col 1,446.7,10K,25,0,1
deferred revenue,cash flows,Col 5,352.1,10K,25,0,5
deferred revenue,cash flows,Col 9,300.8,10K,25,0,9
subscription,disaggregation of revenue,Col 1,750.9,10K,8,0,1
subscription,disaggregation of revenue,Col 5,606.1,10K,8,0,5
subscription,disaggregation of revenue,Col 8,504.8,10K,8,0,8
support,disaggregation of revenue,Col 1,616.8,10K,9,0,1
support,disaggregation of revenue,Col 5,520.7,10K,9,0,5
support,disaggregation of revenue,Col 8,412.9,10K,9,0,8
service revenue,disaggregation of revenue,Col 1,1367.7,10K,10,0,1
service revenue,disaggregation of revenue,Col 5,1126.8,10K,10,0,5
service revenue,disaggregation of revenue,Col 8,917.7,10K,10,0,8
service revenue,stockbased compensation ex,Col 1,11.3,10K,7,0,1
service revenue,stockbased compensation ex,Col 5,10.8,10K,7,0,5
service revenue,stockbased compensation ex,Col 9,9.5,10K,7,0,9
ARR,fortinet inc-14,Q4 2019 (10K),73.2,10K,6,0,1
ARR,fortinet inc-14,Q4 2019 (10K),29.5,10K,6,0,5
arr,fortinet inc-14,Q4 2019 (10K),73.2,10K,6,0,1
arr,fortinet inc-14,Q4 2019 (10K),29.5,10K,6,0,5
deferred revenue,fortinet inc-14,Q4 2019 (10K),152.1,10K,7,0,1
deferred revenue,fortinet inc-14,Q4 2019 (10K),223.9,10K,7,0,5
ARR,fortinet inc-14,Q4 2019 (10K),57.9,10K,9,0,1
ARR,fortinet inc-14,Q4 2019 (10K),13.5,10K,9,0,5
arr,fortinet inc-14,Q4 2019 (10K),57.9,10K,9,0,1
arr,fortinet inc-14,Q4 2019 (10K),13.5,10K,9,0,5
